,CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,cluster
780,10809,8646.143734000001,1.0,0.0,0.0,0.0,10204.12284,0.0,0.0,0.0,0.416667,9,0,10000.0,11192.8048,3427.6354450000003,0.0,12,Target
782,10811,9164.724752,1.0,3407.69,2074.16,1333.53,2063.860557,1.0,0.833333,1.0,0.166667,5,77,9500.0,0.0,312.343947,0.0,12,Target
786,10815,5211.229218,1.0,0.0,0.0,0.0,2316.206642,0.0,0.0,0.0,0.416667,10,0,5500.0,1009.545319,2092.29409,0.0,12,Target
800,10829,5359.980872,1.0,0.0,0.0,0.0,1113.8686539999999,0.0,0.0,0.0,0.25,3,0,6000.0,638.1440309999999,12866.94167,0.0,12,Target
809,10838,4767.644535,1.0,806.0,481.0,325.0,1705.723287,1.0,0.083333,1.0,0.166667,3,25,8000.0,880.198403,2203.284474,0.0,12,Target
829,10860,4270.148411,0.8888889999999999,363.0,363.0,0.0,5307.322893,0.11111099999999999,0.11111099999999999,0.0,0.555556,11,2,5500.0,1250.695005,2070.9073789999998,0.0,9,Target
842,10873,8220.740014,1.0,5197.22,4001.41,1195.81,18857.05847,1.0,0.571429,0.857143,1.0,25,15,13000.0,12886.44123,1287.324868,0.2,7,Target
843,10874,4438.521324,1.0,591.84,109.16,482.68,564.365429,0.636364,0.181818,0.454545,0.272727,3,11,17000.0,5552.601399,1094.4862859999998,0.0,11,Target
848,10879,5280.6496369999995,1.0,0.0,0.0,0.0,1786.833644,0.0,0.0,0.0,0.333333,4,0,6000.0,1648.300986,1264.637138,0.0,12,Target
851,10882,11083.325420000001,1.0,2126.7,2026.7,100.0,1622.2194550000002,0.5,0.25,0.416667,0.5,7,10,15000.0,2494.033369,2642.937347,0.0,12,Target
853,10884,10131.00055,1.0,0.0,0.0,0.0,3330.3261620000003,0.0,0.0,0.0,0.166667,5,0,14500.0,4056.944212,2592.311811,0.0,12,Target
854,10885,4419.30294,1.0,12551.95,10901.24,1650.71,14896.540509999999,1.0,0.666667,1.0,0.5,19,122,17000.0,31698.419019999998,1448.585054,0.416667,12,Target
856,10887,9901.685569,1.0,2190.95,832.49,1358.46,1913.350112,1.0,0.416667,0.916667,0.25,4,43,11500.0,2972.2481850000004,2849.235124,0.0,12,Target
866,10897,11654.55492,1.0,463.0,74.0,389.0,3096.807933,0.583333,0.083333,0.416667,0.416667,17,7,12500.0,3024.60947,5148.045052,0.0,12,Target
878,10909,6059.8617619999995,1.0,250.32,250.32,0.0,4447.6365479999995,0.083333,0.083333,0.0,0.666667,10,1,7000.0,0.0,312.343947,0.0,12,Target
883,10914,14581.45914,1.0,0.0,0.0,0.0,22665.7785,0.0,0.0,0.0,0.833333,30,0,18500.0,20941.32551,5433.7598880000005,0.0,12,Target
886,10917,9255.143419,1.0,5153.28,3352.28,1801.0,0.0,1.0,0.583333,1.0,0.0,0,105,11500.0,4872.818088,9642.502512000001,0.0,12,Target
898,10929,6366.085376,0.818182,407.86,307.8,100.06,14827.30716,0.083333,0.083333,0.083333,0.166667,2,5,12500.0,5722.548016,1746.966239,0.0,12,Target
902,10933,5878.663267,1.0,1230.08,1000.0,230.08,4665.557504,1.0,0.083333,1.0,0.666667,24,13,6500.0,2535.48125,2434.435407,0.0,12,Target
903,10934,7143.680598999999,1.0,0.0,0.0,0.0,2999.900367,0.0,0.0,0.0,0.25,3,0,13000.0,8733.20327,1927.8875469999998,0.0,12,Target
909,10941,7427.807223000001,1.0,205.89,110.0,95.89,3697.2228270000005,0.416667,0.083333,0.416667,0.666667,11,12,9500.0,2404.231683,2364.114477,0.0,12,Target
916,10949,6725.109914,1.0,6335.65,912.12,5423.53,0.0,1.0,0.583333,1.0,0.0,0,108,11000.0,3203.884297,2658.7766899999997,0.0,12,Target
922,10955,5980.58247,1.0,0.0,0.0,0.0,12008.08079,0.0,0.0,0.0,0.416667,30,0,11000.0,9736.897362,1596.893256,0.083333,12,Target
924,10957,4223.832142,1.0,0.0,0.0,0.0,3305.855177,0.0,0.0,0.0,0.5,18,0,4500.0,0.0,312.343947,0.0,12,Target
928,10961,6002.618198,1.0,0.0,0.0,0.0,1163.462217,0.0,0.0,0.0,0.5,10,0,6500.0,1498.948148,1837.998855,0.0,12,Target
937,10971,4593.577983,1.0,0.0,0.0,0.0,393.742621,0.0,0.0,0.0,0.1,1,0,5250.0,1064.91324,1558.017969,0.0,10,Target
939,10973,12358.321320000001,1.0,421.15,0.0,421.15,5690.168909,0.583333,0.0,0.583333,0.583333,11,7,17000.0,4131.495556,2959.446172,0.0,12,Target
962,10996,4890.470857,0.909091,0.0,0.0,0.0,9009.157522,0.0,0.0,0.0,0.454545,5,0,7500.0,7296.483612999999,1278.0649779999999,0.0,11,Target
969,11003,4618.091584000001,1.0,541.68,541.68,0.0,3580.753362,0.166667,0.166667,0.0,0.166667,2,2,8500.0,0.0,312.343947,0.0,12,Target
977,11011,5573.1465579999995,1.0,435.14,435.14,0.0,3935.733135,1.0,1.0,0.0,0.333333,7,14,7000.0,1587.909833,1390.110596,0.0,12,Target
989,11023,5317.783607,1.0,0.0,0.0,0.0,5833.696908,0.0,0.0,0.0,0.416667,8,0,6500.0,3154.862353,1369.775906,0.0,12,Target
1012,11047,12373.33348,1.0,830.15,200.0,630.15,10249.921,0.75,0.166667,0.583333,0.916667,26,14,11000.0,14040.86635,12245.92601,0.0,12,Target
1029,11064,5049.442457,1.0,0.0,0.0,0.0,3631.844028,0.0,0.0,0.0,0.333333,5,0,8500.0,8574.541634000001,1473.841361,0.0,12,Target
1030,11065,5516.201451,1.0,0.0,0.0,0.0,2941.903445,0.0,0.0,0.0,0.333333,11,0,6000.0,1443.4332,1406.909258,0.0,12,Target
1033,11068,5842.231445,1.0,452.59,241.53,211.06,786.6211099999999,0.916667,0.416667,0.916667,0.25,5,22,7500.0,4431.489516,2071.4328920000003,0.0,12,Target
1035,11070,4677.242936,1.0,125.0,0.0,125.0,2406.2299239999998,0.583333,0.0,0.5,0.5,6,10,5000.0,1087.866649,1092.737436,0.0,12,Target
1037,11072,6432.685892,1.0,0.0,0.0,0.0,3249.062265,0.0,0.0,0.0,0.5,16,0,7000.0,1549.916395,2295.219735,0.0,12,Target
1042,11077,7024.269179000001,1.0,130.4,0.0,130.4,1916.534565,0.333333,0.0,0.25,0.083333,1,4,10200.0,0.0,312.343947,0.0,12,Target
1050,11085,4862.641586,1.0,1302.37,1302.37,0.0,1279.6290119999999,0.5,0.5,0.0,0.25,3,9,6000.0,1723.4321539999999,1836.602896,0.0,12,Target
1059,11094,8823.284205,1.0,3719.0,2293.18,1425.82,29282.10915,1.0,0.75,1.0,0.416667,26,61,15500.0,28150.978689999996,7321.639931999999,0.083333,12,Target
1063,11098,5961.8630539999995,1.0,320.08,64.03,256.05,3134.417004,1.0,0.083333,0.916667,0.583333,17,13,7000.0,1894.746827,2168.95118,0.0,12,Target
1086,11121,4184.915497999999,1.0,0.0,0.0,0.0,3757.6835899999996,0.0,0.0,0.0,0.5,13,0,5000.0,0.0,312.343947,0.0,12,Target
1091,11126,5336.743176,1.0,680.97,680.97,0.0,4037.626724,0.583333,0.583333,0.0,0.416667,7,10,8500.0,1272.722158,1361.590608,0.0,12,Target
1100,11136,5858.9475600000005,1.0,896.18,896.18,0.0,4222.003137,0.166667,0.166667,0.0,0.666667,12,5,7000.0,3948.663657,1493.652513,0.0,12,Target
1109,11146,8115.039014,1.0,383.42,0.0,383.42,0.0,0.5,0.0,0.416667,0.0,0,7,11000.0,1982.542865,1821.785907,0.0,12,Target
1110,11148,4294.953211,1.0,0.0,0.0,0.0,7700.8970420000005,0.0,0.0,0.0,0.666667,28,0,7000.0,3129.359671,1138.5921779999999,0.0,12,Target
1114,11152,5311.877259000001,1.0,299.94,0.0,299.94,6351.312685,0.75,0.0,0.75,0.416667,12,15,6000.0,7105.878792,3204.78292,0.0,12,Target
1120,11158,4688.103434000001,1.0,0.0,0.0,0.0,357.129377,0.0,0.0,0.0,0.166667,2,0,5000.0,981.149809,2216.590039,0.0,12,Target
1130,11170,6090.522273,1.0,22.16,22.16,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,9000.0,568.7811,30528.4324,0.0,12,Target
1140,11180,4461.155061,1.0,190.0,190.0,0.0,454.804237,0.090909,0.090909,0.0,0.090909,1,1,5000.0,1240.620735,1818.377046,0.0,11,Target
1143,11184,4613.570499,1.0,0.0,0.0,0.0,1728.3419390000001,0.0,0.0,0.0,0.090909,1,0,6000.0,922.2189609999999,1460.63522,0.0,11,Target
1145,11186,7638.382236,1.0,0.0,0.0,0.0,1405.7762539999999,0.0,0.0,0.0,0.083333,4,0,15500.0,2284.390267,1970.352152,0.0,12,Target
1147,11188,5538.646971,1.0,460.57,460.57,0.0,2661.970456,0.333333,0.333333,0.0,0.25,6,6,9500.0,1253.713151,2103.456999,0.0,12,Target
1149,11190,4550.717686999999,1.0,2094.99,1357.0,737.99,2392.186586,1.0,0.5,1.0,0.166667,2,23,7600.0,3172.264416,1091.281356,0.0,12,Target
1163,11206,7370.257624,1.0,0.0,0.0,0.0,1194.995991,0.0,0.0,0.0,0.666667,8,0,7500.0,2278.457657,2202.491764,0.0,12,Target
1171,11214,6306.501319,1.0,205.03,0.0,205.03,270.445198,0.3,0.0,0.3,0.1,1,3,14000.0,1646.6353279999998,1705.819755,0.0,10,Target
1195,11239,8884.816576000001,1.0,1233.58,1233.58,0.0,13674.244019999998,0.416667,0.416667,0.0,0.75,26,7,13000.0,5574.916601,4576.531483,0.0,12,Target
1202,11246,5022.775729,1.0,2117.05,1947.05,170.0,0.0,0.833333,0.833333,0.166667,0.0,0,19,7000.0,1588.794697,1082.482851,0.0,12,Target
1211,11255,9387.614011,1.0,0.0,0.0,0.0,7968.273359000001,0.0,0.0,0.0,0.083333,1,0,12000.0,2202.134525,2584.5899170000002,0.0,12,Target
1216,11260,5630.793847999999,1.0,2743.66,2743.66,0.0,2638.893572,0.75,0.75,0.0,0.166667,2,23,10500.0,1251.7815779999999,1371.137719,0.0,12,Target
1229,11273,6477.2996,1.0,0.0,0.0,0.0,2436.195048,0.0,0.0,0.0,0.666667,8,0,11500.0,2480.0919129999997,1572.040565,0.0,12,Target
1242,11286,5220.637076,1.0,2911.02,1647.3,1263.72,1992.3868579999998,1.0,0.833333,1.0,0.166667,4,85,6000.0,2044.047768,1313.547582,0.0,12,Target
1262,11306,6619.148639999999,1.0,35.92,0.0,35.92,0.0,0.083333,0.0,0.083333,0.0,0,1,13500.0,2071.643344,1797.5880690000001,0.0,12,Target
1264,11308,6912.431438,1.0,1483.9,1483.9,0.0,4848.111338000001,1.0,1.0,0.0,0.25,4,12,14500.0,2701.466431,1690.030475,0.0,12,Target
1282,11326,5086.333429,1.0,548.89,548.89,0.0,7298.311320000001,0.166667,0.166667,0.0,0.5,11,3,8500.0,7327.589749,1146.6303269999999,0.0,12,Target
1288,11332,5858.617133,1.0,2761.41,2484.65,276.76,0.0,1.0,0.666667,0.666667,0.0,0,24,11000.0,1919.2074489999998,1365.627377,0.0,12,Target
1291,11336,4609.210475,1.0,335.0,335.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,6000.0,6344.618447,1785.2223969999998,0.083333,12,Target
1297,11342,5561.206188,1.0,1120.29,965.09,155.2,0.0,0.666667,0.583333,0.583333,0.0,0,19,6000.0,2013.6210780000001,2741.09648,0.0,12,Target
1318,11363,7994.331679999999,1.0,224.51,0.0,224.51,694.278513,0.916667,0.0,0.833333,0.166667,3,11,13000.0,1885.9418440000002,1860.347671,0.0,12,Target
1330,11375,4657.477375,1.0,237.52,237.52,0.0,1271.94319,0.25,0.25,0.0,0.416667,7,3,4500.0,1613.851352,3807.251196,0.0,12,Target
1332,11377,7656.390367,1.0,0.0,0.0,0.0,2678.769331,0.0,0.0,0.0,0.416667,12,0,8000.0,2020.9139300000002,3248.046319,0.0,12,Target
1333,11378,5729.703345,1.0,265.0,265.0,0.0,3543.64492,0.090909,0.090909,0.0,0.272727,6,1,14000.0,11707.953520000001,1162.329835,0.0,11,Target
1335,11380,6733.58763,1.0,280.0,0.0,280.0,3048.091637,1.0,0.0,0.916667,0.5,9,12,11000.0,1713.5764780000002,1609.511846,0.0,12,Target
1336,11381,4359.126852,1.0,0.0,0.0,0.0,647.542041,0.0,0.0,0.0,0.333333,4,0,4500.0,972.4020210000001,1340.320342,0.0,12,Target
1341,11386,5924.719712,1.0,246.56,246.56,0.0,6603.192752,0.25,0.25,0.0,0.833333,20,4,12000.0,2294.481074,1717.459323,0.0,12,Target
1342,11387,5161.854898,1.0,4542.33,4051.67,490.66,0.0,1.0,1.0,0.583333,0.0,0,105,7500.0,3376.37909,1171.273248,0.0,12,Target
1345,11390,5608.513514,1.0,0.0,0.0,0.0,4362.927953,0.0,0.0,0.0,0.166667,5,0,11000.0,1648.391392,1222.355238,0.0,12,Target
1350,11396,7886.875681999999,1.0,968.26,734.32,233.94,3528.821853,0.916667,0.916667,0.416667,0.416667,15,35,9500.0,2016.6091629999999,2885.4484399999997,0.0,12,Target
1356,11402,4240.449485,1.0,2798.36,2798.36,0.0,48.46298,0.428571,0.428571,0.0,0.14285699999999998,1,4,4500.0,539.231042,931.531127,0.0,7,Target
1357,11403,4427.994044,1.0,1039.49,876.49,163.0,621.991582,1.0,0.666667,0.833333,0.416667,7,29,11500.0,1110.44826,1028.1095480000001,0.0,12,Target
1359,11405,9680.188434,1.0,0.0,0.0,0.0,2034.0512989999997,0.0,0.0,0.0,0.166667,3,0,12000.0,2428.8475120000003,3502.8512170000004,0.0,12,Target
1365,11411,5745.78949,1.0,0.0,0.0,0.0,965.7265560000001,0.0,0.0,0.0,0.333333,6,0,13500.0,1684.8007929999999,1779.6832809999999,0.0,12,Target
1367,11413,4183.877488,1.0,353.75,0.0,353.75,4137.1472969999995,0.833333,0.0,0.833333,0.25,6,19,9000.0,8713.847904,1677.290468,0.0,12,Target
1378,11424,4098.215967,1.0,0.0,0.0,0.0,1665.296793,0.0,0.0,0.0,0.25,4,0,7500.0,922.08551,1313.8490470000002,0.0,12,Target
1387,11433,7422.444145,1.0,148.29,148.29,0.0,9313.095186,0.083333,0.083333,0.0,0.416667,17,2,9000.0,2299.2187489999997,2988.4300550000003,0.0,12,Target
1410,11456,8787.333948,1.0,0.0,0.0,0.0,7446.549595,0.0,0.0,0.0,0.166667,2,0,12000.0,1919.111579,3017.638941,0.0,12,Target
1411,11457,4007.32326,1.0,3333.95,1317.01,2016.94,513.286838,1.0,0.5,1.0,0.083333,2,91,6000.0,6967.667428,2158.446633,0.0,12,Target
1414,11460,4279.153917000001,1.0,1006.17,1006.17,0.0,0.0,0.3,0.3,0.0,0.0,0,9,7500.0,836.921157,920.7347800000001,0.0,10,Target
1424,11472,8625.355309,1.0,1945.95,0.0,1945.95,8004.403257999999,0.833333,0.0,0.833333,0.5,15,50,12000.0,3732.9230090000005,3577.0009979999995,0.0,12,Target
1435,11483,6462.461789,1.0,479.98,479.98,0.0,6700.497558,0.083333,0.083333,0.0,0.25,7,1,10500.0,2373.476104,1834.125873,0.0,12,Target
1442,11490,7103.925375,1.0,220.74,0.0,220.74,5315.271763000001,0.25,0.0,0.166667,0.416667,15,3,10500.0,2070.710343,2923.119896,0.0,12,Target
1447,11495,8151.985277,1.0,25615.07,25122.77,492.3,0.0,1.0,1.0,0.583333,0.0,0,56,17000.0,17575.20083,2465.4654140000002,0.166667,12,Target
1450,11498,11431.78621,1.0,0.0,0.0,0.0,8641.998958,0.0,0.0,0.0,0.916667,15,0,14500.0,3967.8938479999997,4392.097756,0.0,12,Target
1451,11499,4116.8690289999995,1.0,0.0,0.0,0.0,5884.6411020000005,0.0,0.0,0.0,0.166667,2,0,10500.0,7310.396611,1401.251858,0.1,12,Target
1453,11501,5705.19862,0.909091,942.68,942.68,0.0,2432.714654,0.181818,0.181818,0.0,0.090909,2,2,9000.0,10909.20512,2007.7537739999998,0.0,11,Target
1462,11510,6138.163709,1.0,0.0,0.0,0.0,7193.574138,0.0,0.0,0.0,0.916667,22,0,11500.0,1337.056317,1654.077219,0.0,12,Target
1464,11512,4146.527042000001,1.0,178.0,178.0,0.0,764.579554,0.083333,0.083333,0.0,0.333333,4,1,8500.0,911.108606,1571.782709,0.0,12,Target
1487,11538,5868.206909,1.0,911.56,683.0,228.56,5761.320083,0.833333,0.666667,0.75,0.833333,45,45,9000.0,1068.2122060000002,1894.826566,0.0,12,Target
1489,11540,4804.072481,1.0,0.0,0.0,0.0,1116.1284660000001,0.0,0.0,0.0,0.583333,11,0,5000.0,1589.6545820000001,1456.920041,0.0,12,Target
1491,11542,4393.185874,1.0,0.0,0.0,0.0,10725.500740000001,0.0,0.0,0.0,0.5,21,0,8000.0,5943.975673,1631.426308,0.090909,12,Target
1504,11555,5925.82931,1.0,0.0,0.0,0.0,468.34485199999995,0.0,0.0,0.0,0.166667,2,0,6500.0,1402.5862220000001,2083.396706,0.0,12,Target
1505,11556,5227.616927,1.0,0.0,0.0,0.0,3819.594336,0.0,0.0,0.0,1.0,27,0,5200.0,4995.602345,5363.753232999999,0.0,12,Target
1515,11566,4627.588589,1.0,1774.46,1774.46,0.0,0.0,0.583333,0.583333,0.0,0.0,0,12,5200.0,864.174924,2154.424137,0.0,12,Target
1517,11568,5363.715074000001,1.0,118.41,118.41,0.0,4344.905863,0.083333,0.083333,0.0,0.333333,6,1,7000.0,1965.9234600000002,1870.760877,0.0,12,Target
1522,11573,8281.348085,1.0,4231.12,3101.11,1130.01,0.0,1.0,1.0,0.583333,0.0,0,43,10500.0,2856.165405,2046.3412309999999,0.0,12,Target
1532,11583,7170.30572,1.0,3109.28,2724.52,384.76,2560.207055,1.0,1.0,0.833333,0.5,7,48,9500.0,2055.673322,1961.1618219999998,0.0,12,Target
1540,11592,4533.0661390000005,1.0,0.0,0.0,0.0,256.722556,0.0,0.0,0.0,0.083333,1,0,8000.0,1588.74192,1347.262562,0.0,12,Target
1547,11599,8767.5693,1.0,0.0,0.0,0.0,4582.065404999999,0.0,0.0,0.0,0.25,10,0,9000.0,1824.244866,2259.461833,0.0,12,Target
1563,11615,4676.575914999999,1.0,453.64,0.0,453.64,1984.0104219999998,0.333333,0.0,0.333333,0.166667,5,4,8000.0,1274.301021,2539.523493,0.0,12,Target
1575,11628,5805.32079,1.0,1724.75,1638.97,85.78,1878.0589670000002,0.833333,0.75,0.666667,0.083333,1,29,7500.0,1351.9016550000001,1419.470367,0.0,12,Target
1577,11630,5942.683036,1.0,976.45,897.45,79.0,1963.562252,0.583333,0.583333,0.166667,0.166667,2,15,9000.0,1659.876332,1411.613705,0.0,12,Target
1578,11631,5559.733773,1.0,930.0,0.0,930.0,3639.8175539999997,0.416667,0.0,0.333333,0.416667,14,13,7500.0,2519.858893,2376.25517,0.0,12,Target
1585,11638,8809.504736,1.0,25378.36,20646.07,4732.29,0.0,1.0,1.0,1.0,0.0,0,136,14500.0,25825.324819999998,2921.628286,0.0,12,Target
1595,11648,4060.966003,1.0,823.1,407.0,416.1,0.0,0.5,0.166667,0.333333,0.0,0,13,11500.0,3347.3287010000004,1220.5291710000001,0.0,12,Target
1608,11661,5344.347568,1.0,270.02,270.02,0.0,139.701781,0.083333,0.083333,0.0,0.166667,2,2,6000.0,1467.932074,2425.1977920000004,0.0,12,Target
1612,11666,4954.880195000001,1.0,281.31,0.0,281.31,3056.622746,0.416667,0.0,0.416667,0.166667,4,5,5500.0,1442.246195,1642.343531,0.0,12,Target
1618,11672,7611.152584,1.0,3707.79,3707.79,0.0,0.0,0.666667,0.666667,0.0,0.0,0,57,12000.0,4610.460803,4441.612219,0.0,12,Target
1624,11678,8159.168439,1.0,2453.07,1845.55,607.52,3278.461198,1.0,0.916667,1.0,0.25,3,42,15000.0,1698.958527,2137.8936559999997,0.0,12,Target
1629,11683,7339.943073,0.875,0.0,0.0,0.0,9123.485636,0.0,0.0,0.0,0.375,11,0,9000.0,1314.192386,2062.6364120000003,0.0,8,Target
1637,11691,5269.7239899999995,1.0,682.57,669.47,13.1,0.0,0.416667,0.333333,0.083333,0.0,0,9,7000.0,1771.1720739999998,1336.751401,0.0,12,Target
1646,11700,5148.625027,1.0,0.0,0.0,0.0,4042.791779,0.0,0.0,0.0,0.833333,16,0,6500.0,1274.6036199999999,1086.861867,0.0,12,Target
1655,11709,8953.743398,1.0,254.85,83.97,170.88,0.0,0.333333,0.083333,0.25,0.0,0,5,12000.0,2105.588422,3520.422846,0.0,12,Target
1660,11714,7919.563494,1.0,85.54,0.0,85.54,9945.280243000001,0.22222199999999998,0.0,0.11111099999999999,0.44444399999999995,10,2,10000.0,1594.977158,1712.713459,0.0,9,Target
1661,11715,4707.131609,0.636364,7066.08,4534.03,2532.05,5192.290154,0.583333,0.333333,0.5,0.25,12,87,10000.0,5352.856606,6887.163504000001,0.0,12,Target
1667,11721,7533.854421999999,1.0,5253.06,3096.1,2156.96,0.0,0.916667,0.833333,0.75,0.0,0,78,20500.0,1790.3949489999998,1727.487481,0.0,12,Target
1670,11724,5329.544052,1.0,1651.64,1088.79,562.85,0.0,0.416667,0.166667,0.416667,0.0,0,18,5500.0,1587.462442,2098.6644539999998,0.0,12,Target
1675,11730,5867.560972,1.0,609.0,109.06,499.94,3397.577504,0.583333,0.083333,0.416667,0.333333,9,11,7000.0,1498.619792,1736.8215440000001,0.0,12,Target
1676,11731,7499.30365,1.0,350.57,350.57,0.0,948.2937890000001,0.083333,0.083333,0.0,0.25,6,3,7500.0,1326.4340539999998,19060.53475,0.0,12,Target
1680,11735,4977.237859000001,1.0,61.99,61.99,0.0,7448.329320000001,0.083333,0.083333,0.0,0.5,22,1,6500.0,6850.235626000001,1587.042735,0.0,12,Target
1688,11743,4530.639094,1.0,0.0,0.0,0.0,3162.719581,0.0,0.0,0.0,0.25,5,0,8000.0,995.539176,1032.384353,0.0,12,Target
1690,11745,5052.910787,1.0,1062.63,343.15,719.48,2687.982848,0.916667,0.5,0.75,0.583333,20,29,6000.0,917.236699,1573.961394,0.0,12,Target
1697,11753,11670.17985,1.0,4872.6,0.0,4872.6,0.0,1.0,0.0,1.0,0.0,0,52,11500.0,5031.032515,9627.891511,0.0,12,Target
1699,11755,4532.4334340000005,1.0,1433.26,1433.26,0.0,364.852384,0.166667,0.166667,0.0,0.083333,1,2,7000.0,3039.325393,2172.3027859999997,0.0,12,Target
1700,11756,5505.828486,1.0,0.0,0.0,0.0,193.187682,0.0,0.0,0.0,0.25,3,0,6000.0,1355.058674,2345.198755,0.0,12,Target
1704,11760,5193.415429,1.0,3584.8,2204.52,1380.28,0.0,1.0,1.0,1.0,0.0,0,52,15500.0,1734.349114,1322.868997,0.0,12,Target
1710,11766,7445.228843000001,1.0,1023.29,0.0,1023.29,16323.642430000002,1.0,0.0,1.0,0.833333,43,31,11500.0,11320.007459999999,2739.343539,0.083333,12,Target
1720,11777,5239.120768,1.0,1823.23,1823.23,0.0,0.0,0.75,0.75,0.0,0.0,0,14,5750.0,2107.740768,2658.139243,0.0,12,Target
1736,11795,4226.501257,1.0,4900.0,4900.0,0.0,980.8795539999999,0.166667,0.166667,0.0,0.083333,1,7,10500.0,615.4509019999999,1637.6290060000001,0.0,12,Target
1751,11810,3961.649658,1.0,2280.0,0.0,2280.0,0.0,1.0,0.0,1.0,0.0,0,12,4500.0,2216.561982,2469.5890719999998,0.0,12,Target
1755,11815,5337.987139,1.0,2545.37,0.0,2545.37,994.391034,1.0,0.0,1.0,0.083333,1,21,13500.0,1663.976007,1229.779536,0.0,12,Target
1756,11816,4210.323012,1.0,1210.31,139.02,1071.29,1817.3215149999999,1.0,1.0,1.0,0.166667,2,52,7500.0,8138.429479,1070.026829,0.083333,12,Target
1759,11819,5383.084424000001,1.0,9736.61,3684.52,6052.09,2965.656802,1.0,0.416667,1.0,0.25,7,135,9000.0,15824.735869999999,3364.0212479999996,0.083333,12,Target
1760,11820,4603.402061,1.0,0.0,0.0,0.0,7665.092756,0.0,0.0,0.0,0.916667,21,0,14000.0,9874.465723000001,1168.0061759999999,0.083333,12,Target
1767,11827,10822.05811,1.0,4850.35,2847.8,2002.55,0.0,1.0,0.916667,1.0,0.0,0,208,15500.0,2740.09442,2621.071099,0.0,12,Target
1769,11829,5681.962807,1.0,523.19,340.19,183.0,1116.370312,0.666667,0.166667,0.416667,0.25,4,8,11500.0,2167.8225260000004,1433.734576,0.0,12,Target
1772,11832,9502.256762,1.0,2776.09,1424.05,1352.04,0.0,0.916667,0.583333,0.916667,0.0,0,36,10500.0,4177.324826,4264.641552,0.0,12,Target
1777,11837,4803.122987,1.0,0.0,0.0,0.0,1692.5207030000001,0.0,0.0,0.0,0.416667,6,0,8500.0,1089.772516,1564.04788,0.0,12,Target
1778,11838,6836.552992,1.0,0.0,0.0,0.0,11405.73425,0.0,0.0,0.0,1.0,42,0,10000.0,6834.695342,2716.326216,0.0,12,Target
1781,11841,11734.26656,1.0,1528.12,0.0,1528.12,5187.2585579999995,1.0,0.0,0.916667,0.583333,13,38,15500.0,3624.2314229999997,4804.430447,0.0,12,Target
1784,11844,6224.464489,1.0,4439.11,3884.1,555.01,0.0,0.833333,0.5,0.75,0.0,0,59,6500.0,2546.344149,4299.471274,0.0,12,Target
1787,11847,4372.395867,1.0,569.91,569.91,0.0,520.8446730000001,0.272727,0.272727,0.0,0.272727,9,5,4500.0,1345.099869,3937.4651409999997,0.0,11,Target
1788,11848,4473.4395810000005,1.0,656.2,656.2,0.0,117.482021,1.0,1.0,0.0,0.083333,1,12,4500.0,1481.910221,1496.9787039999999,0.0,12,Target
1794,11854,6937.806466,1.0,339.75,0.0,339.75,0.0,0.25,0.0,0.25,0.0,0,3,10500.0,2163.154746,3228.084937,0.0,12,Target
1795,11855,7888.028118000001,1.0,0.0,0.0,0.0,1282.985376,0.0,0.0,0.0,0.333333,7,0,12000.0,1685.554741,2145.585863,0.0,12,Target
1797,11857,4751.924842,1.0,1394.93,576.13,818.8,0.0,1.0,0.333333,1.0,0.0,0,37,5000.0,2635.439016,4247.4644100000005,0.0,12,Target
1801,11861,6853.020124,1.0,0.0,0.0,0.0,2529.9015870000003,0.0,0.0,0.0,0.5,9,0,7500.0,1863.4044420000002,2228.5160920000003,0.0,12,Target
1810,11870,5193.661885,1.0,0.0,0.0,0.0,1682.146822,0.0,0.0,0.0,0.583333,9,0,5500.0,2422.095104,2233.338791,0.0,12,Target
1817,11877,9303.557117,1.0,6133.01,4045.67,2087.34,1895.6087699999998,1.0,1.0,1.0,0.833333,23,115,12500.0,4054.579469,2998.465025,0.0,12,Target
1824,11884,5036.762745,1.0,3393.73,1702.72,1691.01,0.0,1.0,0.833333,1.0,0.0,0,71,10000.0,1331.175753,1206.79054,0.0,12,Target
1827,11887,4624.4117240000005,1.0,2537.67,1774.91,762.76,0.0,0.916667,0.75,0.666667,0.0,0,39,7000.0,1045.881353,1194.290831,0.0,12,Target
1829,11889,5329.815675,1.0,674.85,501.85,173.0,1129.296969,0.666667,0.166667,0.666667,0.166667,6,24,5500.0,1390.662933,3999.109938,0.0,12,Target
1831,11892,4402.354047,1.0,0.0,0.0,0.0,2117.809244,0.0,0.0,0.0,0.25,10,0,5000.0,1030.1201130000002,1162.586801,0.0,12,Target
